1000372820	TAS-AN00	Android	广东	广州	A_0_24:0.404616,A_25_29:0.059027,A_30_39:0.516550,A_40+:0.019806	female:0.051339,male:0.948661
1000652892	PACM00	Android	河北	唐山	A_0_24:0.615458,A_25_29:0.086233,A_30_39:0.141408,A_40+:0.156901	female:0.280295,male:0.719705
1000908852	MI6X	Android	上海	上海	A_0_24:0.123255,A_25_29:0.208225,A_30_39:0.298089,A_40+:0.370431	female:0.000000,male:1.000000
1001168798	iPhone11	IOS			A_0_24:0.436296,A_25_29:0.489370,A_30_39:0.061560,A_40+:0.012773	female:0.870710,male:0.129290
1001305614	M2103K19C	Android	江苏	苏州	A_0_24:0.006632,A_25_29:0.043408,A_30_39:0.350842,A_40+:0.599118	female:0.000000,male:1.000000
1001309700	LYA-AL10	Android	黑龙江	哈尔滨	A_0_24:0.413768,A_25_29:0.437501,A_30_39:0.141951,A_40+:0.006780	female:0.000000,male:1.000000
1001339860	RedmiNote7Pro	Android	天津	天津	A_0_24:0.067328,A_25_29:0.029283,A_30_39:0.303752,A_40+:0.599636	female:0.155445,male:0.844555
1001384888	M2007J22C	Android	河北	石家庄	A_0_24:0.008414,A_25_29:0.027505,A_30_39:0.161834,A_40+:0.802248	female:0.000000,male:1.000000
100142658	JEF-AN20	Android	重庆	重庆	A_0_24:0.160670,A_25_29:0.695923,A_30_39:0.109180,A_40+:0.034227	female:1.000000,male:0.000000
1001439274	HMA-AL00	Android	山东	淄博	A_0_24:0.000172,A_25_29:0.007701,A_30_39:0.778366,A_40+:0.213760	female:0.000000,male:1.000000
1001440812	iPad	IOS			A_0_24:0.312738,A_25_29:0.261741,A_30_39:0.268118,A_40+:0.157403	female:0.907997,male:0.092003
1001452666	HLK-AL00	Android	辽宁	鞍山	A_0_24:0.001048,A_25_29:0.067349,A_30_39:0.858672,A_40+:0.072931	female:0.000000,male:1.000000
1001542530	V1831A	Android	河北	承德	A_0_24:0.457483,A_25_29:0.397478,A_30_39:0.104774,A_40+:0.040264	female:1.000000,male:0.000000
1001565148	NOH-AN00	Android	四川	成都	A_0_24:0.112419,A_25_29:0.059688,A_30_39:0.270496,A_40+:0.557398	female:0.220613,male:0.779387
1001593246	SEA-AL10	Android	天津	天津	A_0_24:0.032204,A_25_29:0.048833,A_30_39:0.244284,A_40+:0.674679	female:0.290112,male:0.709888
1001768512	iPhone7Plus	IOS	广东	云浮	A_0_24:0.390633,A_25_29:0.478050,A_30_39:0.105814,A_40+:0.025502	female:1.000000,male:0.000000
1001771644	V1901A	Android	陕西	宝鸡	A_0_24:0.445645,A_25_29:0.330315,A_30_39:0.153244,A_40+:0.070797	female:0.049787,male:0.950213
1001773994	STK-AL00	Android	广东	河源	A_0_24:0.497841,A_25_29:0.245965,A_30_39:0.219467,A_40+:0.036728	female:0.117317,male:0.882683
1001994034	TAS-AN00	Android	广东	阳江	A_0_24:0.507370,A_25_29:0.373627,A_30_39:0.073225,A_40+:0.045778	female:0.000000,male:1.000000
1002015688	MI9	Android	上海	上海	A_0_24:0.991496,A_25_29:0.008308,A_30_39:0.000177,A_40+:0.000019	female:0.000000,male:1.000000
1002097426	VKY-AL00	Android	北京	北京	A_0_24:0.002519,A_25_29:0.012877,A_30_39:0.097503,A_40+:0.887101	female:0.381904,male:0.618096
1002294698	HUAWEIMLA-AL10	Android	安徽	阜阳	A_0_24:0.275159,A_25_29:0.253743,A_30_39:0.244782,A_40+:0.226317	female:0.000000,male:1.000000
1002333324	SEA-AL10	Android	湖南	长沙	A_0_24:0.249335,A_25_29:0.337768,A_30_39:0.319803,A_40+:0.093094	female:0.049787,male:0.950213
1002431370	MI9	Android	四川	成都	A_0_24:0.002994,A_25_29:0.209277,A_30_39:0.786119,A_40+:0.001611	female:0.000000,male:1.000000
1002528490	HWI-AL00	Android	山东	潍坊	A_0_24:0.004650,A_25_29:0.023041,A_30_39:0.154879,A_40+:0.817429	female:0.323250,male:0.676750
1002535816	PBCM10	Android	辽宁	沈阳	A_0_24:0.220246,A_25_29:0.425299,A_30_39:0.209006,A_40+:0.145448	female:0.049787,male:0.950213
1002784252	vivoY66	Android	湖南	岳阳	A_0_24:0.176560,A_25_29:0.302537,A_30_39:0.163408,A_40+:0.357495	female:0.000000,male:1.000000
1002821584	SM-A9000	Android			A_0_24:0.021597,A_25_29:0.035740,A_30_39:0.170160,A_40+:0.772503	female:0.708178,male:0.291822
1002878186	OPPOR9sPlus	Android	山东	济南	A_0_24:0.062850,A_25_29:0.100112,A_30_39:0.127131,A_40+:0.709907	female:0.049787,male:0.950213
1003042900	LIO-AN00	Android	广东	佛山	A_0_24:0.985904,A_25_29:0.014021,A_30_39:0.000067,A_40+:0.000007	female:0.000000,male:1.000000
1003134214	iPhone7Plus	IOS	江苏	无锡	A_0_24:0.459122,A_25_29:0.406647,A_30_39:0.100415,A_40+:0.033815	female:0.206173,male:0.793827
1003182572	HUAWEINXT-AL10	Android	上海	上海	A_0_24:0.028926,A_25_29:0.049990,A_30_39:0.193524,A_40+:0.727560	female:0.000000,male:1.000000
1003243204	MI5sPlus	Android	湖北	武汉	A_0_24:0.118849,A_25_29:0.042039,A_30_39:0.154203,A_40+:0.684909	female:0.000000,male:1.000000
1003389708	HLK-AL00	Android	河北	保定	A_0_24:0.230971,A_25_29:0.077051,A_30_39:0.346025,A_40+:0.345954	female:0.000000,male:1.000000
1003389988	AQM-AL00	Android	江西	吉安	A_0_24:0.113430,A_25_29:0.057810,A_30_39:0.363023,A_40+:0.465737	female:0.049787,male:0.950213
1003392362	V1924A	Android	湖南	衡阳	A_0_24:0.267795,A_25_29:0.536002,A_30_39:0.092713,A_40+:0.103490	female:1.000000,male:0.000000
1003589274	Redmi8A	Android	四川	广安	A_0_24:0.149496,A_25_29:0.133293,A_30_39:0.514228,A_40+:0.202982	female:0.671030,male:0.328970
1003720042	JKM-AL00b	Android	河北	廊坊	A_0_24:0.304791,A_25_29:0.314373,A_30_39:0.249208,A_40+:0.131629	female:0.473085,male:0.526915
1003761498	PDVM00	Android	山东	烟台	A_0_24:0.040586,A_25_29:0.047811,A_30_39:0.125292,A_40+:0.786311	female:0.000000,male:1.000000
1003835450	Redmi5A	Android	四川	绵阳	A_0_24:0.155000,A_25_29:0.082178,A_30_39:0.184908,A_40+:0.577914	female:0.000000,male:1.000000
1003837034	iPhoneXR	IOS	福建	福州	A_0_24:0.305587,A_25_29:0.103165,A_30_39:0.103194,A_40+:0.488053	female:0.252381,male:0.747619
1003858536	vivoX9	Android	福建	漳州	A_0_24:0.000776,A_25_29:0.000998,A_30_39:0.013242,A_40+:0.984983	female:0.049787,male:0.950213
1004016584	YAL-AL50	Android	安徽	合肥	A_0_24:0.176738,A_25_29:0.190588,A_30_39:0.249992,A_40+:0.382681	female:0.000000,male:1.000000
1004169620	LIO-AN00	Android	陕西	西安	A_0_24:0.232295,A_25_29:0.174938,A_30_39:0.122746,A_40+:0.470021	female:0.000000,male:1.000000
1004190428	iPhone7Plus	IOS	广东	深圳	A_0_24:0.340287,A_25_29:0.170859,A_30_39:0.210454,A_40+:0.278400	female:0.000000,male:1.000000
1004342672	M2007J22C	Android	北京	北京	A_0_24:0.011356,A_25_29:0.014113,A_30_39:0.048129,A_40+:0.926402	female:0.393667,male:0.606333
1004400028	MHA-AL00	Android	甘肃	陇南	A_0_24:0.004594,A_25_29:0.042929,A_30_39:0.583409,A_40+:0.369069	female:0.049787,male:0.950213
1004410162	M2012K11AC	Android	广东	东莞	A_0_24:0.126039,A_25_29:0.345674,A_30_39:0.501411,A_40+:0.026876	female:0.000000,male:1.000000
1004679804	SEA-AL10	Android	上海	上海	A_0_24:0.031427,A_25_29:0.039627,A_30_39:0.194628,A_40+:0.734318	female:1.000000,male:0.000000
